,index,record_name,record_name_2,ref_code,ref_name,ref_unit
2011,2027,"Труба НПВХ кор б/н Дн110х3,2 L=1,0м в/к SN4 Агригазполимер","Трубы из полипропилена для наружной канализации SN4 раструбные, Д=110 мм L=1 m",22.21.21.123.24.3.01.04-0010-000,"Труба НПВХ для систем наружного водоотведения с раструбом и резиновым уплотнительным кольцом, кольцевая жесткость SN4, номинальный диаметр 110 мм, толщина 2,2 мм, длина 500 мм",шт
2012,2028,"Труба НПВХ кор б/н Дн110х3,2 L=1,0м в/к SN4 Хемкор 1491056","Труба ПВХ Ø 110х3,2х1000 мм",22.21.21.123.24.3.01.04-0010-000,"Труба НПВХ для систем наружного водоотведения с раструбом и резиновым уплотнительным кольцом, кольцевая жесткость SN4, номинальный диаметр 110 мм, толщина 2,2 мм, длина 500 мм",шт
2013,2029,"Труба НПВХ кор б/н Дн110х3,2 L=3,0м в/к SN4 Агригазполимер","Трубы из полипропилена для наружной канализации SN4 раструбные, Д=110 мм L=3 m",22.21.21.123.24.3.01.04-0010-000,"Труба НПВХ для систем наружного водоотведения с раструбом и резиновым уплотнительным кольцом, кольцевая жесткость SN4, номинальный диаметр 110 мм, толщина 2,2 мм, длина 500 мм",шт
2014,2030,"Труба НПВХ кор б/н Дн110х3,2 L=3,0м в/к SN4 Хемкор 1491059","Труба ПВХ Ø 110х3,2х3000 мм",22.21.21.123.24.3.01.04-0010-000,"Труба НПВХ для систем наружного водоотведения с раструбом и резиновым уплотнительным кольцом, кольцевая жесткость SN4, номинальный диаметр 110 мм, толщина 2,2 мм, длина 500 мм",шт
2015,2031,"Труба НПВХ кор б/н Дн160х4,0 L=3,0м в/к SN4 Агригазполимер","Труба ПВХ Ø 150х3,2х3000 мм",22.21.21.123.24.3.01.04-0010-000,"Труба НПВХ для систем наружного водоотведения с раструбом и резиновым уплотнительным кольцом, кольцевая жесткость SN4, номинальный диаметр 110 мм, толщина 2,2 мм, длина 500 мм",шт
2016,2032,"Труба канализационная ПВХ 160x4,0x1000мм SN4 наружная","Трубы из полипропилена для наружной канализации SN4 раструбные, Д=160 мм L=1 m",22.21.21.123.24.3.01.04-0029-000,"Труба НПВХ для систем наружного водоотведения, кольцевая жесткости SN4, номинальный диаметр 160 мм, толщина стенки 4,0 мм, длина 1000 мм",шт
2017,2033,"Труба НПВХ SN4 160*4,0*1000 Хемкор","Трубы из полипропилена для наружной канализации SN4 раструбные, Д=160 мм L=1 m",22.21.21.123.24.3.01.04-0029-000,"Труба НПВХ для систем наружного водоотведения, кольцевая жесткости SN4, номинальный диаметр 160 мм, толщина стенки 4,0 мм, длина 1000 мм",шт
2018,2034,"Труба НПВХ SN4 160*4,0*3000 Хемкор","Трубы из полипропилена для наружной канализации SN4 раструбные, Д=160 мм L=3 m",22.21.21.123.24.3.01.04-0029-000,"Труба НПВХ для систем наружного водоотведения, кольцевая жесткости SN4, номинальный диаметр 160 мм, толщина стенки 4,0 мм, длина 1000 мм",шт
2019,2035,"Труба D 110 х 3,4 SN4 SINIKON L=2000","Напорная и безнапорная, трудногорючая и шумопоглащающая канализационная труба для внутренней ливневой и фекальной канализации из материала ПВХ Ø110x5.0 мм L=2 m Pro Aqua или аналог",22.21.21.123.24.3.01.04-0012-000,"Труба НПВХ для систем наружного водоотведения, с раструбом и резиновым уплотнительным кольцом, кольцевая жесткость SN4, номинальный диаметр 110 мм, толщина 2,2 мм, длина 1000 мм",шт
2020,2036,"Труба D 110 х 3,4 SN4 SINIKON L=3000","Напорная и безнапорная, трудногорючая и шумопоглащающая канализационная труба для внутренней ливневой и фекальной канализации из материала ПВХ Ø110x5.0 мм L=3 m Pro Aqua или аналог",22.21.21.123.24.3.01.04-0012-000,"Труба НПВХ для систем наружного водоотведения, с раструбом и резиновым уплотнительным кольцом, кольцевая жесткость SN4, номинальный диаметр 110 мм, толщина 2,2 мм, длина 1000 мм",шт
2021,2037,"Труба канализационная наружная SN4 d=110х3,4х1000мм","Трубы из полипропилена канализационные раструбные, Д=110 мм, L=1 m",22.21.21.123.24.3.01.04-0012-000,"Труба НПВХ для систем наружного водоотведения, с раструбом и резиновым уплотнительным кольцом, кольцевая жесткость SN4, номинальный диаметр 110 мм, толщина 2,2 мм, длина 1000 мм",шт
2022,2038,"Труба НПВХ (PVC-U) 110*3,2*1000 SN4 ГОСТ Р 54475-2011","Трубы из полипропилена канализационные раструбные, Д=110 мм, L=1 m",22.21.21.123.24.3.01.04-0014-000,"Труба НПВХ для систем наружного водоотведения, с раструбом и резиновым уплотнительным кольцом, кольцевая жесткость SN4, номинальный диаметр 110 мм, толщина 2,2 мм, длина 2000 мм",шт
2023,2039,"Труба НПВХ (PVC-U) 110*3,2*3000 SN4 ГОСТ Р 54475-2011","Трубы из полипропилена для наружной канализации SN4 раструбные, Д=110 мм L=3 m",22.21.21.123.24.3.01.04-0014-000,"Труба НПВХ для систем наружного водоотведения, с раструбом и резиновым уплотнительным кольцом, кольцевая жесткость SN4, номинальный диаметр 110 мм, толщина 2,2 мм, длина 2000 мм",шт
2024,2040,"Труба НПВХ (PVC-U) 110*3,2*560 SN4 ГОСТ Р 54475-2011","Трубы из полипропилена для наружной канализации SN4 раструбные, Д=110 мм L=0,5m",22.21.21.123.24.3.01.04-0014-000,"Труба НПВХ для систем наружного водоотведения, с раструбом и резиновым уплотнительным кольцом, кольцевая жесткость SN4, номинальный диаметр 110 мм, толщина 2,2 мм, длина 2000 мм",шт
2025,2041,"Труба канализационная наружная SN4 d=110х3,4х3000мм","Трубы из полипропилена для наружной канализации SN4 раструбные, Д=110 мм L=3 m",22.21.21.123.24.3.01.04-0015-000,"Труба НПВХ для систем наружного водоотведения, с раструбом и резиновым уплотнительным кольцом, кольцевая жесткость SN4, номинальный диаметр 110 мм, толщина 2,2 мм, длина 3000 мм",шт
